Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident
17:57.3,Charita Butala,2020BTech341,Female,2024,Bhopal,Rented Flat,23.167698,77.231546,462030,['Walking'],15–30 mins,Alone,8:30 AM,1:10 PM,"['Tuesday', 'Monday', 'Wednesday', 'Thursday', 'Saturday']",Yes,3,"89/843, Deol Street, Rajpur Sonarpur-609558",23.060603,77.36661,Provident enim consequatur.,04-04-2024,16:54:40,Yes,No,No,3,4,4,Yes,No,1,1
53:40.2,Aadhya Nagarajan,2024BTech578,Other,2025,Bhopal,Hostel,23.064701,77.251194,466001,"['College Bus', 'Private Bus']",30–45 mins,With friends,4:25 PM,2:45 PM,"['Saturday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,2,1,2,Yes,No,3,1
52:20.3,Wyatt Sharaf,2020BTech479,Female,2025,Kotri,Rented Flat,23.11472,77.30232,462030,['Personal Car'],30–45 mins,Alone,4:25 PM,7:30 PM,"['Monday', 'Wednesday', 'Friday', 'Saturday', 'Thursday', 'Tuesday']",Yes,2,"47/07
Cheema Marg, Madurai 800444",23.241647,77.139563,Veritatis libero vitae corporis.,17-01-2024,18:22:44,Yes,No,No,4,5,1,Yes,No,2,1
25:23.2,Saksham Hegde,2020BTech537,Male,2023,Bhopal,PG,23.295157,77.252055,466001,"['Monthly Cab', 'Walking']",15–30 mins,With friends,10:05 AM,4:20 PM,"['Monday', 'Friday', 'Thursday', 'Tuesday']",Yes,1,"80/470, Mukherjee Zila
Proddatur-783906",23.266296,77.055948,Neque dolore assumenda quo.,26-04-2024,22:05:25,No,No,No,2,5,5,No,No,3,1
26:54.1,Harinakshi Pai,2022BTech471,Male,2023,Bhopal,Rented Flat,23.294536,77.255944,462030,"['Bike', 'Scooty', 'Personal Car']",15–30 mins,With friends,8:30 AM,5:55 PM,"['Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Friday']",Yes,1,"H.No. 277
Dani Nagar
Vijayawada-574471",23.366244,77.240044,Tempore libero quae quasi totam.,22-06-2024,21:22:51,Yes,Not Sure,Yes,1,3,5,No,No,5,1
56:35.0,Xalak Bhandari,2025BTech163,Other,2023,Sehore,Rented Flat,23.342221,77.001401,466001,['Monthly Cab'],15–30 mins,With friends,4:25 PM,1:10 PM,"['Thursday', 'Friday', 'Tuesday', 'Wednesday', 'Monday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,4,1,5,Yes,No,1,1
56:26.5,Hemani Bumb,2023BTech109,Female,2025,Sehore,Rented Flat,23.473048,77.381293,466001,"['Private Bus', 'Scooty', 'College Bus']",30–45 mins,With friends,1:15 PM,5:55 PM,"['Thursday', 'Friday', 'Monday']",Yes,3,"22
Savant Marg, Hapur-398311",23.083124,77.440177,Distinctio doloremque rerum.,08-11-2024,13:52:12,Yes,Yes,No,3,4,1,Not Sure,Yes,4,1
52:45.1,Daksh Mane,2022BTech976,Male,2023,Kotri,Rented Flat,23.129659,77.267993,466001,['College Bus'],15–30 mins,Alone,4:25 PM,1:10 PM,"['Wednesday', 'Friday', 'Tuesday', 'Monday']",Yes,1,"218
Bora Chowk
Shivpuri-462982",23.468705,77.200404,Voluptatum libero beatae error eius.,21-08-2024,19:24:54,No,Not Sure,No,3,1,2,Not Sure,Yes,5,1
30:59.0,Chandresh Chandran,2020BTech689,Female,2023,Sehore,Hostel,23.184162,77.416656,462030,"['Walking', 'Bike']",30–45 mins,With friends,10:05 AM,10:00 AM,"['Friday', 'Saturday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,No,No,3,1,5,No,No,5,1
56:21.4,Chavvi Chaudry,2022BTech755,Other,2024,Sehore,Rented Flat,23.06496,77.288154,466001,"['Personal Car', 'Scooty']",45 mins–1 hour,Alone,11:40 AM,11:35 AM,"['Tuesday', 'Thursday', 'Monday', 'Saturday', 'Wednesday', 'Friday']",Yes,2,"08/467
Chaudry Path
Bhubaneswar 936044",23.196343,77.358393,Officiis consequatur iusto nobis.,21-04-2024,12:34:45,No,No,No,4,1,3,Not Sure,Yes,4,1
36:28.6,Girish Kapadia,2022BTech381,Male,2024,Bhopal,Hostel,23.480268,77.195597,466001,"['Scooty', 'Private Bus', 'Bike']",30–45 mins,Alone,2:50 PM,2:45 PM,"['Tuesday', 'Wednesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,2,1,5,Not Sure,No,3,1
37:40.0,Jack Tata,2021BTech922,Male,2023,Kotri,Rented Flat,23.489718,77.130579,466001,"['Private Bus', 'Scooty', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,2:45 PM,"['Friday', 'Tuesday', 'Wednesday', 'Monday']",Yes,2,"H.No. 09
Jani, Ludhiana 318186",23.12288,77.031967,Distinctio esse earum beatae rerum quasi.,18-04-2024,06:21:51,No,No,No,2,1,4,Yes,Yes,4,1
41:52.2,Ganga Mital,2023BTech572,Female,2024,Kotri,Hostel,23.166817,77.143267,462030,['Scooty'],45 mins–1 hour,Alone,6:00 PM,11:35 AM,"['Monday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,1,5,3,No,Yes,2,1
28:32.6,Anmol Mittal,2024BTech334,Female,2025,Sehore,Hostel,23.32855,77.436383,462030,['Private Bus'],15–30 mins,With friends,11:40 AM,5:55 PM,"['Friday', 'Thursday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,3,3,2,Not Sure,Yes,5,1
24:36.8,Krishna Pai,2023BTech909,Female,2023,Sehore,Hostel,23.187084,77.079675,466001,['College Bus'],45 mins–1 hour,Alone,2:50 PM,5:55 PM,"['Tuesday', 'Thursday', 'Friday', 'Wednesday', 'Monday', 'Saturday']",Yes,3,"18/96, Sunder Road, Shimla-952763",23.041717,77.017765,Deleniti ad provident eius.,18-08-2024,11:50:14,Yes,No,No,4,1,3,Yes,No,2,1
37:28.5,Yagnesh Gopal,2024BTech709,Male,2024,Kotri,Hostel,23.135432,77.283031,466001,['Bike'],15–30 mins,With friends,1:15 PM,11:35 AM,"['Friday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday']",Yes,3,"27/883, Rana Road, Tiruvottiyur 603818",23.437031,77.124296,Molestias harum earum explicabo.,31-08-2024,18:43:03,No,No,No,2,1,5,No,Yes,4,1
08:51.6,Chatresh Sarna,2022BTech252,Male,2024,Bhopal,Rented Flat,23.432446,77.395875,462030,"['College Bus', 'Monthly Cab', 'Private Bus']",30–45 mins,With friends,10:05 AM,1:10 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Saturday', 'Tuesday']",Yes,1,"19/221
Mani Nagar, Kottayam-219324",23.208388,77.303363,Saepe dignissimos distinctio a.,30-08-2024,19:40:00,No,Not Sure,No,3,2,4,Not Sure,Yes,2,1
46:30.1,Qarin Bhatnagar,2023BTech166,Male,2024,Bhopal,PG,23.098768,77.410965,466001,['Walking'],30–45 mins,With friends,2:50 PM,4:20 PM,"['Wednesday', 'Monday', 'Tuesday', 'Friday', 'Saturday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,4,5,3,No,No,2,1
20:02.9,Kavya Sarin,2020BTech891,Male,2023,Kotri,Rented Flat,23.332239,77.195715,462030,"['College Bus', 'Walking', 'Personal Car']",30–45 mins,Alone,6:00 PM,4:20 PM,"['Monday', 'Friday', 'Wednesday']",Yes,2,"75/76
Kade Street
Bhagalpur 620418",23.282109,77.177363,Sunt laudantium animi est quibusdam occaecati.,20-11-2024,00:40:27,Not Sure,Yes,No,1,2,4,Not Sure,No,1,1
39:23.6,Rajata Oak,2020BTech580,Other,2024,Bhopal,PG,23.302552,77.1316,462030,"['Monthly Cab', 'Walking']",30–45 mins,Alone,4:25 PM,10:00 AM,"['Monday', 'Wednesday', 'Tuesday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,3,5,5,Yes,No,5,1
10:17.8,Jhalak Kapur,2023BTech714,Other,2025,Sehore,Rented Flat,23.066729,77.405808,466001,"['Monthly Cab', 'Walking']",45 mins–1 hour,Alone,8:30 AM,11:35 AM,"['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday']",Yes,2,"59/92
Bala Road, Tadipatri 926276",23.269597,77.492926,Consequuntur iure dolor voluptates nam debitis.,21-11-2024,06:02:09,Not Sure,No,Yes,4,2,1,No,No,2,1
40:56.2,Umang Jani,2024BTech856,Male,2024,Bhopal,PG,23.084915,77.125121,466001,"['Walking', 'Scooty', 'Personal Car']",45 mins–1 hour,Alone,4:25 PM,7:30 PM,"['Friday', 'Wednesday', 'Monday']",Yes,3,"49/869
Das
Gudivada 293305",23.01846,77.339975,Esse nam delectus eos.,06-01-2024,16:00:00,No,Not Sure,Yes,3,3,3,Not Sure,Yes,4,1
35:14.0,Wakeeta Choudhary,2020BTech404,Male,2025,Bhopal,Hostel,23.263435,77.139039,466001,['Scooty'],30–45 mins,With friends,1:15 PM,1:10 PM,"['Tuesday', 'Saturday', 'Friday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,3,5,2,Yes,Yes,5,1
33:45.6,Onveer Samra,2025BTech968,Male,2024,Sehore,PG,23.028405,77.071957,462030,['Private Bus'],15–30 mins,With friends,6:00 PM,10:00 AM,"['Tuesday', 'Friday', 'Monday']",Yes,3,"51
Khanna Path, Bidhannagar 828376",23.217882,77.28053,Qui deserunt nam dignissimos aliquam.,05-09-2024,06:23:28,Not Sure,No,Yes,4,4,2,No,Yes,5,1
01:18.8,Shivani Narasimhan,2020BTech455,Male,2023,Sehore,Hostel,23.112282,77.43992,462030,"['Walking', 'Monthly Cab']",30–45 mins,Alone,2:50 PM,1:10 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Saturday']",Yes,3,"03/83, Gopal Street
Ahmedabad-924856",23.104106,77.250773,Consequuntur nostrum ratione.,07-02-2024,10:39:20,Not Sure,Yes,Yes,4,1,2,Yes,No,4,1
29:53.6,Abha Magar,2021BTech388,Male,2024,Kotri,PG,23.118151,77.189179,466001,"['Monthly Cab', 'College Bus']",45 mins–1 hour,With friends,11:40 AM,1:10 PM,"['Saturday', 'Thursday', 'Wednesday', 'Friday']",Yes,3,"470
Korpal Nagar, Jamnagar-519124",23.12453,77.442342,Quis ipsam earum nesciunt est ipsum.,03-02-2024,22:24:34,Yes,Yes,Yes,3,2,1,Not Sure,No,3,1
25:27.6,Qadim Garg,2021BTech376,Female,2024,Sehore,PG,23.25511,77.121473,462030,['Personal Car'],15–30 mins,Alone,1:15 PM,1:10 PM,"['Thursday', 'Saturday', 'Wednesday', 'Friday', 'Monday']",Yes,1,"794, Gokhale Circle
Bhimavaram 923802",23.178343,77.443025,Repellat exercitationem eius molestiae.,08-10-2024,17:09:56,Not Sure,No,Yes,1,3,2,No,Yes,4,1
20:00.9,Vivaan Chaudry,2025BTech901,Male,2024,Sehore,Hostel,23.292657,77.262298,462030,"['Private Bus', 'Walking']",15–30 mins,Alone,1:15 PM,11:35 AM,"['Wednesday', 'Saturday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Yes,No,No,5,3,5,Yes,No,1,1
50:20.0,Devansh Mani,2022BTech266,Other,2024,Sehore,PG,23.088673,77.303284,466001,"['Personal Car', 'Walking', 'Bike']",15–30 mins,Alone,6:00 PM,11:35 AM,"['Monday', 'Saturday', 'Wednesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,No,4,4,1,No,No,1,1
06:33.4,Kritika Ranganathan,2022BTech769,Other,2023,Kotri,PG,23.431353,77.096036,462030,"['Walking', 'Bike']",30–45 mins,With friends,1:15 PM,11:35 AM,"['Saturday', 'Thursday', 'Wednesday', 'Friday', 'Tuesday']",Yes,2,"H.No. 716, Chakrabarti Ganj
Sonipat 571166",23.249644,77.080097,Voluptatibus soluta possimus quidem delectus modi.,17-09-2024,16:25:28,Yes,No,Yes,3,4,2,No,Yes,3,1
44:09.5,Ikbal Savant,2020BTech453,Other,2023,Kotri,Rented Flat,23.072482,77.123329,466001,"['Personal Car', 'Private Bus']",15–30 mins,With friends,2:50 PM,4:20 PM,"['Saturday', 'Tuesday', 'Friday', 'Monday', 'Thursday', 'Wednesday']",Yes,1,"H.No. 22
Krishna Road
Khora  741341",23.354489,77.475906,Quo sit voluptates rerum soluta.,11-07-2024,00:28:28,No,Not Sure,Yes,4,5,3,No,No,3,1
27:46.0,Pooja Dutt,2022BTech438,Female,2023,Sehore,PG,23.089629,77.499428,466001,['Private Bus'],30–45 mins,With friends,1:15 PM,4:20 PM,"['Saturday', 'Tuesday', 'Thursday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,3,3,3,Not Sure,Yes,2,1
25:55.1,Agastya Joshi,2023BTech379,Male,2025,Kotri,PG,23.470096,77.495355,466001,"['College Bus', 'Walking']",45 mins–1 hour,Alone,6:00 PM,4:20 PM,"['Tuesday', 'Wednesday', 'Thursday', 'Saturday', 'Friday', 'Monday']",Yes,2,"96
Ghose Path
Dibrugarh 433697",23.16501,77.255711,Nisi qui incidunt fuga laudantium totam quam molestias.,02-06-2024,16:16:19,No,No,Yes,3,3,2,Yes,No,1,1
32:51.1,Ekantika Malhotra,2024BTech223,Male,2023,Sehore,PG,23.495278,77.450598,466001,"['Personal Car', 'College Bus', 'Monthly Cab']",15–30 mins,With friends,6:00 PM,7:30 PM,"['Monday', 'Thursday', 'Friday', 'Tuesday', 'Saturday']",Yes,2,"H.No. 268, Sur Road
Tiruppur-446008",23.072458,77.080588,Quasi quaerat veritatis ad.,24-08-2024,18:07:16,Not Sure,Yes,Yes,1,2,4,Yes,Yes,2,1
48:23.7,Farhan Som,2024BTech152,Other,2024,Bhopal,PG,23.337026,77.152858,466001,['Bike'],15–30 mins,With friends,4:25 PM,5:55 PM,"['Saturday', 'Thursday', 'Tuesday', 'Monday']",Yes,2,"449, Butala Path, Aurangabad 968317",23.117438,77.242575,Odit tempora praesentium impedit.,04-05-2024,19:16:17,Not Sure,No,Yes,2,1,1,Not Sure,No,4,1
55:55.5,Gagan Manne,2025BTech260,Other,2025,Kotri,Rented Flat,23.296147,77.088103,466001,"['Walking', 'College Bus']",45 mins–1 hour,With friends,11:40 AM,4:20 PM,"['Thursday', 'Wednesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,5,1,5,Not Sure,Yes,1,1
20:34.8,Jalsa Apte,2023BTech610,Other,2025,Sehore,Hostel,23.253383,77.254249,462030,"['College Bus', 'Monthly Cab']",30–45 mins,Alone,2:50 PM,11:35 AM,"['Monday', 'Thursday', 'Saturday']",Yes,1,"H.No. 892, Mahal Circle, Firozabad-975107",23.3456,77.371559,Laudantium quis repellat ratione harum voluptatum et veritatis.,11-03-2024,00:43:46,Not Sure,No,Yes,4,3,3,Yes,Yes,1,1
53:57.8,Sachi Mannan,2023BTech617,Other,2025,Bhopal,Rented Flat,23.335007,77.333128,462030,"['Private Bus', 'Walking', 'College Bus']",15–30 mins,Alone,6:00 PM,2:45 PM,"['Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Monday']",Yes,3,"H.No. 724, Panchal, Agra-702780",23.119133,77.034034,Quia minus modi libero excepturi.,25-08-2024,23:43:57,No,No,Yes,5,4,5,No,Yes,4,1
33:42.8,Chatresh Dhaliwal,2022BTech200,Male,2023,Bhopal,Hostel,23.07567,77.177082,466001,"['Walking', 'Monthly Cab', 'Bike']",30–45 mins,Alone,8:30 AM,2:45 PM,"['Thursday', 'Monday', 'Friday', 'Saturday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,5,4,1,Not Sure,No,4,1
26:34.1,Suhani Gulati,2020BTech930,Other,2025,Bhopal,Rented Flat,23.158251,77.450512,462030,"['Scooty', 'Walking']",45 mins–1 hour,With friends,11:40 AM,10:00 AM,"['Monday', 'Friday', 'Thursday']",Yes,1,"H.No. 75
Talwar, Ajmer 741522",23.236455,77.244855,Aliquam impedit provident quas porro placeat error error.,02-11-2024,16:30:37,Not Sure,No,No,1,5,1,Yes,Yes,4,1
02:51.1,Ekaraj Rajan,2024BTech744,Other,2023,Bhopal,PG,23.325525,77.158667,466001,"['Private Bus', 'College Bus']",30–45 mins,Alone,11:40 AM,5:55 PM,"['Tuesday', 'Friday', 'Saturday', 'Monday']",Yes,2,"82/79, Agate
Bally 247503",23.391716,77.029691,Deserunt commodi impedit nisi excepturi ea.,28-03-2024,23:56:57,Yes,Yes,No,2,5,5,No,Yes,1,1
58:15.3,Veda Luthra,2023BTech989,Male,2023,Kotri,PG,23.356958,77.078056,462030,"['College Bus', 'Scooty', 'Walking']",30–45 mins,With friends,10:05 AM,10:00 AM,"['Thursday', 'Saturday', 'Friday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,2,5,3,Yes,No,3,1
44:24.6,Yagnesh Choudhry,2024BTech985,Other,2024,Sehore,Rented Flat,23.105365,77.284205,466001,['Monthly Cab'],45 mins–1 hour,With friends,10:05 AM,4:20 PM,"['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,4,1,3,Yes,No,4,1
56:00.0,Charita Sarna,2021BTech226,Other,2023,Bhopal,PG,23.371439,77.274441,466001,"['Private Bus', 'Walking']",15–30 mins,With friends,1:15 PM,10:00 AM,"['Saturday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,No,Yes,2,2,2,No,No,5,1
12:09.0,Janya Aurora,2021BTech844,Male,2023,Bhopal,Rented Flat,23.065566,77.311595,462030,"['Personal Car', 'Private Bus']",15–30 mins,Alone,8:30 AM,11:35 AM,"['Wednesday', 'Friday', 'Thursday']",Yes,1,"H.No. 52, Parmer Ganj, Nagaon-465614",23.333793,77.160536,Tenetur iste similique porro iusto accusamus nulla.,25-06-2024,23:51:12,Not Sure,Yes,Yes,3,2,5,Not Sure,No,3,1
31:31.8,Arunima Jain,2023BTech736,Other,2025,Kotri,Hostel,23.143302,77.099995,466001,"['Monthly Cab', 'College Bus', 'Walking']",45 mins–1 hour,Alone,2:50 PM,4:20 PM,"['Friday', 'Saturday', 'Tuesday', 'Wednesday']",Yes,3,"H.No. 61
Sridhar, Machilipatnam-875198",23.377139,77.192267,Veniam quia tempore voluptatibus.,13-02-2024,15:42:02,No,Not Sure,No,1,3,4,Yes,No,4,1
22:09.3,Anay Raj,2020BTech632,Other,2025,Sehore,Hostel,23.15606,77.406485,462030,"['Private Bus', 'Scooty', 'Walking']",45 mins–1 hour,Alone,8:30 AM,4:20 PM,"['Friday', 'Wednesday', 'Monday', 'Tuesday', 'Saturday']",Yes,1,"H.No. 34, Parsa Nagar, Vellore 454094",23.487559,77.373563,Porro consequatur culpa pariatur quod aspernatur optio.,14-05-2024,12:13:17,No,No,Yes,3,2,2,No,No,3,1
57:13.3,Upkaar Borah,2022BTech840,Other,2025,Bhopal,Rented Flat,23.211818,77.293547,462030,"['Bike', 'Private Bus', 'Walking']",15–30 mins,With friends,8:30 AM,5:55 PM,"['Monday', 'Tuesday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,1,5,2,Not Sure,No,5,1
25:59.5,Gopal Grewal,2025BTech352,Male,2024,Sehore,Hostel,23.43744,77.228339,466001,"['Personal Car', 'College Bus']",45 mins–1 hour,Alone,6:00 PM,4:20 PM,"['Saturday', 'Friday', 'Monday', 'Wednesday', 'Thursday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,5,1,3,No,No,4,1
33:23.5,Rudra Bains,2025BTech675,Other,2025,Bhopal,Hostel,23.32385,77.035242,466001,['Private Bus'],30–45 mins,Alone,6:00 PM,5:55 PM,"['Wednesday', 'Monday', 'Thursday', 'Friday', 'Tuesday']",Yes,2,"H.No. 108
Bera Street
Saharanpur-633161",23.272649,77.131744,Doloremque qui dignissimos maiores consectetur.,24-06-2024,23:18:31,Yes,Not Sure,No,1,4,4,Yes,No,3,1
16:31.6,Chaitanya Gara,2022BTech100,Other,2023,Sehore,PG,23.363592,77.244554,466001,"['Scooty', 'College Bus', 'Walking']",15–30 mins,With friends,10:05 AM,7:30 PM,"['Saturday', 'Thursday', 'Wednesday', 'Monday']",Yes,2,"H.No. 434
Prabhakar Zila
Parbhani 110969",23.468731,77.266936,Perspiciatis voluptatibus ab pariatur.,27-01-2024,09:31:44,Not Sure,No,Yes,1,2,5,No,Yes,1,1
28:34.5,Manbir Vora,2020BTech870,Female,2025,Kotri,Hostel,23.438986,77.453164,462030,['Monthly Cab'],30–45 mins,With friends,4:25 PM,11:35 AM,"['Monday', 'Friday', 'Saturday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,4,1,4,Not Sure,Yes,4,1
27:58.3,Dayamai Pillay,2020BTech713,Other,2024,Bhopal,Hostel,23.299731,77.007391,466001,['College Bus'],15–30 mins,Alone,6:00 PM,5:55 PM,"['Friday', 'Tuesday', 'Thursday', 'Monday', 'Wednesday']",Yes,2,"H.No. 52, Subramanian Zila, Bathinda-349337",23.073824,77.164478,Molestiae officiis voluptatibus sed ut.,17-04-2024,08:30:35,Not Sure,No,No,1,5,5,Yes,Yes,1,1
07:06.9,Tarak Dayal,2022BTech929,Other,2025,Sehore,Hostel,23.160019,77.024382,462030,['College Bus'],45 mins–1 hour,Alone,1:15 PM,10:00 AM,"['Tuesday', 'Monday', 'Saturday', 'Friday', 'Wednesday']",Yes,3,"H.No. 82, Mittal Path
Tenali 109644",23.132379,77.121233,Veniam nulla similique quam.,29-01-2024,07:27:18,No,No,Yes,4,1,5,No,Yes,5,1
16:17.7,Ishanvi Ramaswamy,2024BTech281,Other,2025,Sehore,Hostel,23.48379,77.162034,462030,"['Bike', 'College Bus', 'Monthly Cab']",30–45 mins,With friends,11:40 AM,11:35 AM,"['Tuesday', 'Saturday', 'Thursday', 'Friday']",Yes,1,"46/72, Warrior Circle
Guntur 741139",23.428206,77.369546,Iusto necessitatibus fuga perspiciatis perferendis vero.,10-10-2024,05:13:09,No,Yes,Yes,4,1,5,No,Yes,4,1
30:37.5,Zayan Chaudhuri,2024BTech899,Male,2024,Kotri,Rented Flat,23.083948,77.379328,466001,"['College Bus', 'Monthly Cab', 'Bike']",30–45 mins,Alone,4:25 PM,4:20 PM,"['Saturday', 'Wednesday', 'Tuesday']",Yes,3,"26/411
Tank Road
Thiruvananthapuram-521380",23.487028,77.036423,Voluptatibus dolores perspiciatis fuga voluptas vero laboriosam.,27-09-2024,10:35:17,No,Yes,No,1,3,4,No,Yes,4,1
48:06.9,Anita Pai,2023BTech303,Other,2023,Kotri,Hostel,23.21008,77.043252,462030,['Private Bus'],15–30 mins,Alone,8:30 AM,5:55 PM,"['Wednesday', 'Monday', 'Saturday', 'Tuesday', 'Friday']",Yes,3,"H.No. 383
Grewal Marg
Visakhapatnam-872081",23.103163,77.361493,Quod saepe nesciunt id cum.,28-07-2024,11:41:04,Yes,Not Sure,No,3,5,5,No,No,4,1
55:26.8,Tanvi Merchant,2021BTech237,Female,2024,Sehore,Hostel,23.386988,77.09121,466001,"['Bike', 'Scooty']",45 mins–1 hour,With friends,1:15 PM,1:10 PM,"['Tuesday', 'Wednesday', 'Friday', 'Thursday', 'Monday']",Yes,2,"H.No. 950, Bose Road, Tadepalligudem-060822",23.215243,77.240744,Maxime iusto quidem rem amet minima illum.,24-05-2024,08:50:31,No,Not Sure,Yes,4,5,5,No,No,1,1
11:45.4,Chandresh Gala,2024BTech957,Female,2023,Kotri,PG,23.157517,77.017808,466001,"['College Bus', 'Monthly Cab', 'Bike']",15–30 mins,With friends,2:50 PM,11:35 AM,"['Friday', 'Tuesday', 'Wednesday', 'Monday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,5,4,5,Not Sure,No,2,1
16:19.9,Arunima Srinivas,2020BTech502,Male,2023,Bhopal,Hostel,23.003289,77.192837,462030,['Personal Car'],45 mins–1 hour,Alone,6:00 PM,10:00 AM,"['Thursday', 'Wednesday', 'Saturday', 'Tuesday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,1,3,5,Yes,No,2,1
40:13.6,Nirja Mane,2020BTech977,Female,2023,Bhopal,Hostel,23.124065,77.447506,462030,['Walking'],45 mins–1 hour,Alone,1:15 PM,10:00 AM,"['Friday', 'Monday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday']",Yes,2,"H.No. 45, Issac Zila
Tiruchirappalli-511435",23.026274,77.043559,Totam fuga omnis.,07-06-2024,09:14:38,No,Yes,No,4,5,1,No,No,5,1
36:05.4,Sachi Rajagopalan,2021BTech402,Male,2023,Bhopal,Hostel,23.127317,77.190027,462030,['College Bus'],45 mins–1 hour,Alone,6:00 PM,2:45 PM,"['Friday', 'Monday', 'Saturday', 'Wednesday']",Yes,1,"H.No. 374, Jaggi Marg, Rampur-153184",23.254151,77.472772,Recusandae harum ab similique.,24-05-2024,16:17:29,No,Yes,Yes,5,5,2,Yes,Yes,4,1
41:47.7,Wazir Deol,2021BTech452,Female,2023,Kotri,Hostel,23.006521,77.152904,466001,['Walking'],45 mins–1 hour,Alone,10:05 AM,5:55 PM,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday']",Yes,1,"35/777
Borra Road
Gandhinagar 291995",23.422478,77.164265,Sapiente dignissimos assumenda voluptas quod delectus nobis.,07-09-2024,07:04:55,Not Sure,Not Sure,No,1,5,2,Yes,No,1,1
46:55.8,Rajata Chana,2022BTech111,Female,2024,Kotri,Rented Flat,23.298998,77.378511,466001,"['College Bus', 'Bike']",45 mins–1 hour,With friends,6:00 PM,2:45 PM,"['Thursday', 'Friday', 'Monday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,2,4,1,No,Yes,4,1
27:39.2,Jasmit Contractor,2023BTech903,Male,2023,Sehore,PG,23.395704,77.235745,466001,['Monthly Cab'],30–45 mins,With friends,10:05 AM,1:10 PM,"['Saturday', 'Monday', 'Friday', 'Thursday']",Yes,2,"96/494
Divan Ganj, Lucknow-666469",23.419754,77.251969,Vero quidem unde ad magni fugit.,20-03-2024,00:38:23,Not Sure,No,Yes,5,4,1,Not Sure,No,2,1
33:38.2,Yashoda Ram,2025BTech565,Male,2023,Sehore,Rented Flat,23.098666,77.280073,462030,"['College Bus', 'Walking', 'Private Bus']",15–30 mins,Alone,1:15 PM,2:45 PM,"['Friday', 'Saturday', 'Tuesday', 'Wednesday', 'Monday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,Yes,5,2,2,No,No,4,1
