Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident,Encoded_Commute_Mode,Encoded_Accommodation,Leave_Hour,Leave_Day,Risk_Score
02:10.2,Yutika Peri,2021BTech888,Female,2024,Kotri,Rented Flat,0.9690493544356471,0.6200728072975892,462030,"['College Bus', 'Bike']",15–30 mins,With friends,8:30 AM,7:30 PM,"['Friday', 'Tuesday', 'Monday', 'Wednesday']",Yes,1,"966
Narayan Nagar, Chinsurah 685369",0.9988841479766701,0.9937029261884184,Enim unde fuga.,26-09-2024,21:17:47,Not Sure,Not Sure,No,4,1,4,Not Sure,Yes,3,1,27,2,,,2
29:10.1,Riya Lanka,2021BTech175,Other,2023,Kotri,PG,0.5074788549642761,0.3068648888514076,466001,['Bike'],15–30 mins,With friends,4:25 PM,2:45 PM,"['Tuesday', 'Wednesday', 'Friday', 'Saturday', 'Monday']",No,0,,0.0,0.0,,,,No,No,Yes,5,3,3,Not Sure,No,1,1,24,1,,,1
57:31.4,Patrick Karan,2025BTech536,Male,2024,Sehore,Rented Flat,0.2221430173325203,0.22676481395583892,466001,"['College Bus', 'Personal Car', 'Bike']",45 mins–1 hour,With friends,2:50 PM,7:30 PM,"['Tuesday', 'Thursday', 'Wednesday']",Yes,2,"H.No. 155, D’Alia Circle, Imphal-282988",0.9998688710014538,0.9978059344930027,Reprehenderit similique fugiat saepe aperiam tempore.,19-11-2024,11:40:18,No,No,No,1,4,4,No,No,2,1,32,2,,,3
18:29.9,Harini Mukhopadhyay,2025BTech327,Female,2024,Kotri,Hostel,0.7167646493448245,0.27206356281885746,466001,"['Personal Car', 'College Bus']",15–30 mins,With friends,4:25 PM,7:30 PM,"['Saturday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,Yes,No,Yes,5,5,4,Yes,Yes,3,1,73,0,,,1
56:08.6,Frederick Prashad,2021BTech385,Other,2023,Bhopal,Rented Flat,0.2944686508826422,0.36839568939032574,462030,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,With friends,8:30 AM,7:30 PM,"['Friday', 'Thursday', 'Monday', 'Wednesday', 'Tuesday', 'Saturday']",Yes,3,"35/017, Agarwal Nagar
Bhiwani-962253",0.979423344800701,0.996106514370684,Quo cumque laboriosam nesciunt nemo repellendus.,12-05-2024,22:00:56,Not Sure,No,Yes,4,3,4,Not Sure,Yes,4,1,76,2,,,4
46:35.0,Yashasvi Kari,2022BTech606,Male,2024,Sehore,Hostel,0.9362184826834934,0.024900256411797272,462030,['Walking'],45 mins–1 hour,With friends,1:15 PM,10:00 AM,"['Thursday', 'Monday', 'Saturday', 'Wednesday', 'Friday', 'Tuesday']",No,0,,0.0,0.0,,,,Not Sure,No,No,2,3,4,Yes,No,2,1,162,0,,,1
23:12.8,Harshil Narayanan,2022BTech720,Male,2023,Bhopal,Rented Flat,0.49909693076602224,0.6559403405839248,466001,['Bike'],15–30 mins,Alone,10:05 AM,5:55 PM,"['Thursday', 'Tuesday', 'Friday', 'Wednesday']",No,0,,0.0,0.0,,,,Yes,No,No,5,3,4,No,No,1,1,24,2,,,1
43:52.0,Ladli Kapadia,2022BTech298,Other,2024,Kotri,Hostel,0.6854836125973165,0.49141713200287995,462030,"['Private Bus', 'Monthly Cab']",30–45 mins,With friends,11:40 AM,4:20 PM,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Monday']",Yes,3,"20/174, Anne Ganj, Tinsukia-547420",0.9793845721562106,0.9978564893545436,Natus rem sapiente eligendi laborum cupiditate fuga.,26-11-2024,18:04:52,No,Yes,No,3,3,5,No,Yes,3,1,100,0,,,4
13:37.6,Madhavi Bose,2023BTech287,Female,2023,Sehore,Rented Flat,0.8047227917854727,0.9532374750766621,466001,"['Walking', 'Private Bus', 'Bike']",45 mins–1 hour,Alone,4:25 PM,4:20 PM,"['Thursday', 'Monday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,Yes,No,3,3,4,No,Yes,4,1,153,2,,,1
21:45.3,Prisha Kibe,2024BTech602,Female,2023,Bhopal,PG,0.8449984781981854,0.5137773654842022,466001,"['Monthly Cab', 'College Bus']",30–45 mins,Alone,8:30 AM,5:55 PM,"['Thursday', 'Monday', 'Saturday', 'Tuesday']",Yes,1,"H.No. 231
Dyal Chowk, Panchkula 952338",0.9909746561821917,0.9996553288766001,Cupiditate quibusdam aliquid est sapiente sunt doloremque.,02-03-2024,13:33:58,No,Yes,No,5,4,5,No,Yes,3,1,55,1,,,2
17:32.2,Harshil Mangal,2022BTech536,Female,2023,Bhopal,PG,0.9921667254028748,0.11535117573944831,462030,"['Bike', 'Scooty', 'Personal Car']",45 mins–1 hour,Alone,8:30 AM,7:30 PM,"['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Wednesday']",Yes,3,"H.No. 97
Sridhar Path, Kolhapur-875789",0.984225917772116,0.993821442370974,Atque velit temporibus facere vel similique.,12-08-2024,07:59:31,No,Not Sure,No,4,5,4,No,Yes,5,1,17,1,,,4
02:38.0,Aarush Nagy,2023BTech749,Other,2023,Kotri,Hostel,0.6068004517348555,0.7700486118222614,466001,"['Personal Car', 'Bike']",45 mins–1 hour,With friends,6:00 PM,7:30 PM,"['Tuesday', 'Friday', 'Thursday', 'Monday', 'Wednesday', 'Saturday']",No,0,,0.0,0.0,,,,No,No,Yes,1,3,4,No,Yes,1,1,69,0,,,1
31:25.8,Chakrika Narain,2024BTech991,Male,2023,Bhopal,Hostel,0.4570751770095782,0.4882767400160901,466001,['Bike'],30–45 mins,With friends,2:50 PM,2:45 PM,"['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Saturday']",No,0,,0.0,0.0,,,,No,Not Sure,No,1,2,5,Not Sure,Yes,4,1,24,0,,,1
41:11.6,Yauvani Mall,2025BTech416,Male,2023,Bhopal,Rented Flat,0.9091904815301319,0.1622522473680874,466001,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,Alone,1:15 PM,2:45 PM,"['Saturday', 'Friday', 'Thursday', 'Tuesday', 'Monday']",No,0,,0.0,0.0,,,,No,No,No,5,5,4,Yes,No,2,1,76,2,,,1
48:40.0,Hiral Vohra,2023BTech976,Female,2025,Kotri,Hostel,0.5509062730272589,0.25087394860119616,466001,['Scooty'],45 mins–1 hour,With friends,10:05 AM,1:10 PM,"['Monday', 'Tuesday', 'Thursday', 'Wednesday', 'Friday']",Yes,1,"035, Barad Road, Mango-499349",0.9932222353072212,0.9952684236696107,Reiciendis veniam ad eveniet.,29-08-2024,22:27:32,Yes,Yes,No,1,2,2,No,Yes,3,1,135,0,,,2
12:22.7,Daksha Iyengar,2021BTech823,Male,2025,Bhopal,Rented Flat,0.748470188703422,0.13797243924526015,466001,"['Walking', 'Bike']",15–30 mins,With friends,10:05 AM,11:35 AM,"['Monday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday']",Yes,3,"H.No. 721, Mane Road
Jamshedpur-768057",0.9857130678750678,0.997880747430015,Quia eius sunt dolorum error qui.,21-09-2024,23:23:51,No,Yes,Yes,1,4,5,No,No,4,1,139,2,,,4
55:54.9,Omkaar Prashad,2024BTech143,Female,2025,Kotri,Rented Flat,0.740644923589528,0.4647217921919946,466001,"['Walking', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Thursday', 'Tuesday']",Yes,3,"57/61, Chana Path, Mira-Bhayandar-727847",0.9991290412767784,0.9989574188839957,Enim necessitatibus eveniet repellendus nihil consectetur.,02-09-2024,13:29:31,Yes,No,Yes,4,4,3,No,No,5,1,147,2,,,4
45:43.1,Harita Kari,2024BTech282,Other,2024,Kotri,Rented Flat,0.780253820523491,0.7593885472072941,462030,"['Walking', 'Private Bus', 'College Bus']",30–45 mins,With friends,6:00 PM,7:30 PM,"['Wednesday', 'Monday', 'Saturday', 'Tuesday', 'Thursday']",No,0,,0.0,0.0,,,,No,Not Sure,No,1,4,2,Not Sure,No,4,1,154,2,,,1
06:32.1,Krish Bhat,2021BTech563,Female,2025,Kotri,Hostel,0.22891303303110533,0.496183941834488,462030,"['Personal Car', 'Private Bus']",45 mins–1 hour,Alone,10:05 AM,10:00 AM,"['Friday', 'Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday']",No,0,,0.0,0.0,,,,No,Yes,No,2,4,5,Yes,No,3,1,80,0,,,1
31:56.0,Kalpit Wable,2020BTech274,Male,2024,Kotri,Rented Flat,0.4849862236888427,0.7526499567292433,466001,"['Scooty', 'Monthly Cab', 'Walking']",15–30 mins,Alone,11:40 AM,2:45 PM,"['Friday', 'Tuesday', 'Saturday', 'Thursday', 'Monday']",No,0,,0.0,0.0,,,,Not Sure,No,No,1,5,4,No,No,1,1,123,2,,,1
23:23.9,Dhruv Bhat,2022BTech164,Female,2023,Bhopal,Rented Flat,0.7186268541953638,0.8569314515076485,466001,['Bike'],45 mins–1 hour,Alone,8:30 AM,10:00 AM,"['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Monday']",Yes,2,"169, Vala Circle
Gandhidham 578038",0.9793634621324263,0.9995419094705397,Consectetur dolorem harum consequuntur explicabo iste.,12-01-2024,07:53:31,No,No,Yes,3,1,2,Yes,Yes,3,1,24,2,,,3
00:10.1,Girindra Anand,2025BTech735,Female,2023,Sehore,Rented Flat,0.9011049082113161,0.12572209940424273,462030,"['Private Bus', 'Walking', 'Bike']",15–30 mins,Alone,1:15 PM,10:00 AM,"['Friday', 'Wednesday', 'Saturday', 'Thursday', 'Tuesday']",Yes,1,"H.No. 48, Hayre Zila, Guwahati-408056",0.9831223231819513,0.9944635845964576,Quia saepe totam eveniet voluptatibus ex eligendi.,21-09-2024,00:29:54,No,No,Yes,3,4,1,Not Sure,No,5,1,111,2,,,2
12:54.6,Aarnav Mitter,2021BTech965,Male,2025,Bhopal,Hostel,0.4002198603146141,0.8343282593112349,466001,['Personal Car'],30–45 mins,With friends,4:25 PM,1:10 PM,"['Tuesday', 'Saturday', 'Wednesday']",Yes,3,"55, Golla Marg
Berhampur-683706",0.9829013063401956,0.9982983089089137,In molestiae quia quia sunt.,25-07-2024,17:25:54,No,Not Sure,Yes,4,2,1,Yes,No,5,1,89,0,,,4
57:58.8,Idika Badami,2022BTech251,Male,2025,Kotri,Hostel,0.7537864831961016,0.654159312647721,466001,"['Walking', 'Bike']",30–45 mins,With friends,2:50 PM,2:45 PM,"['Monday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,5,1,5,No,No,5,1,139,0,,,1
17:57.3,Charita Butala,2020BTech341,Female,2024,Bhopal,Rented Flat,0.33497460993816475,0.462113499870469,462030,['Walking'],15–30 mins,Alone,8:30 AM,1:10 PM,"['Tuesday', 'Monday', 'Wednesday', 'Thursday', 'Saturday']",Yes,3,"89/843, Deol Street, Rajpur Sonarpur-609558",0.9814715278341408,0.9982792895454855,Provident enim consequatur.,04-04-2024,16:54:40,Yes,No,No,3,4,4,Yes,No,1,1,162,2,,,4
53:40.2,Aadhya Nagarajan,2024BTech578,Other,2025,Bhopal,Hostel,0.12873642392592188,0.5015651761852098,466001,"['College Bus', 'Private Bus']",30–45 mins,With friends,4:25 PM,2:45 PM,"['Saturday', 'Wednesday', 'Thursday']",No,0,,0.0,0.0,,,,Not Sure,No,Yes,2,1,2,Yes,No,3,1,39,0,,,1
52:20.3,Wyatt Sharaf,2020BTech479,Female,2025,Kotri,Rented Flat,0.22889300932303058,0.6042222610420538,462030,['Personal Car'],30–45 mins,Alone,4:25 PM,7:30 PM,"['Monday', 'Wednesday', 'Friday', 'Saturday', 'Thursday', 'Tuesday']",Yes,2,"47/07
Cheema Marg, Madurai 800444",0.9891768567574654,0.9953496495127448,Veritatis libero vitae corporis.,17-01-2024,18:22:44,Yes,No,No,4,5,1,Yes,No,2,1,89,2,,,3
25:23.2,Saksham Hegde,2020BTech537,Male,2023,Bhopal,PG,0.5901947906321041,0.5032939981165612,466001,"['Monthly Cab', 'Walking']",15–30 mins,With friends,10:05 AM,4:20 PM,"['Monday', 'Friday', 'Thursday', 'Tuesday']",Yes,1,"80/470, Mukherjee Zila
Proddatur-783906",0.9902259313063652,0.9942707457996917,Neque dolore assumenda quo.,26-04-2024,22:05:25,No,No,No,2,5,5,No,No,3,1,65,1,,,2
26:54.1,Harinakshi Pai,2022BTech471,Male,2023,Bhopal,Rented Flat,0.5889513183609338,0.5111028116949399,462030,"['Bike', 'Scooty', 'Personal Car']",15–30 mins,With friends,8:30 AM,5:55 PM,"['Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Friday']",Yes,1,"H.No. 277
Dani Nagar
Vijayawada-574471",0.994479771340989,0.9966461791305324,Tempore libero quae quasi totam.,22-06-2024,21:22:51,Yes,Not Sure,Yes,1,3,5,No,No,5,1,17,2,,,2
56:35.0,Xalak Bhandari,2025BTech163,Other,2023,Sehore,Rented Flat,0.6844343702944187,0.0,466001,['Monthly Cab'],15–30 mins,With friends,4:25 PM,1:10 PM,"['Thursday', 'Friday', 'Tuesday', 'Wednesday', 'Monday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,Yes,Yes,4,1,5,Yes,No,1,1,66,2,,,1
56:26.5,Hemani Bumb,2023BTech109,Female,2025,Sehore,Rented Flat,0.9463985358664573,0.7627939850650591,466001,"['Private Bus', 'Scooty', 'College Bus']",30–45 mins,With friends,1:15 PM,5:55 PM,"['Thursday', 'Friday', 'Monday']",Yes,3,"22
Savant Marg, Hapur-398311",0.9824300335713219,0.9992285415870834,Distinctio doloremque rerum.,08-11-2024,13:52:12,Yes,Yes,No,3,4,1,Not Sure,Yes,4,1,106,2,,,4
52:45.1,Daksh Mane,2022BTech976,Male,2023,Kotri,Rented Flat,0.2588064268093362,0.5352962791174036,466001,['College Bus'],15–30 mins,Alone,4:25 PM,1:10 PM,"['Wednesday', 'Friday', 'Tuesday', 'Monday']",Yes,1,"218
Bora Chowk
Shivpuri-462982",0.9988405659920835,0.996134695028572,Voluptatum libero beatae error eius.,21-08-2024,19:24:54,No,Not Sure,No,3,1,2,Not Sure,Yes,5,1,50,2,,,2
30:59.0,Chandresh Chandran,2020BTech689,Female,2023,Sehore,Hostel,0.36794164290519404,0.8338001754925131,462030,"['Walking', 'Bike']",30–45 mins,With friends,10:05 AM,10:00 AM,"['Friday', 'Saturday', 'Tuesday', 'Monday']",No,0,,0.0,0.0,,,,No,No,No,3,1,5,No,No,5,1,139,0,,,1
56:21.4,Chavvi Chaudry,2022BTech755,Other,2024,Sehore,Rented Flat,0.12925503796494553,0.5757780200671903,466001,"['Personal Car', 'Scooty']",45 mins–1 hour,Alone,11:40 AM,11:35 AM,"['Tuesday', 'Thursday', 'Monday', 'Saturday', 'Wednesday', 'Friday']",Yes,2,"08/467
Chaudry Path
Bhubaneswar 936044",0.9872486944237657,0.9981732636911514,Officiis consequatur iusto nobis.,21-04-2024,12:34:45,No,No,No,4,1,3,Not Sure,Yes,4,1,83,2,,,3
36:28.6,Girish Kapadia,2022BTech381,Male,2024,Bhopal,Hostel,0.9608556530932546,0.38993066640966845,466001,"['Scooty', 'Private Bus', 'Bike']",30–45 mins,Alone,2:50 PM,2:45 PM,"['Tuesday', 'Wednesday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,Yes,No,Yes,2,1,5,Not Sure,No,3,1,129,0,,,1
37:40.0,Jack Tata,2021BTech922,Male,2023,Kotri,Rented Flat,0.9797780572197468,0.25937951155256656,466001,"['Private Bus', 'Scooty', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,2:45 PM,"['Friday', 'Tuesday', 'Wednesday', 'Monday']",Yes,2,"H.No. 09
Jani, Ludhiana 318186",0.9841220700744684,0.9939613134018834,Distinctio esse earum beatae rerum quasi.,18-04-2024,06:21:51,No,No,No,2,1,4,Yes,Yes,4,1,107,2,,,3
41:52.2,Ganga Mital,2023BTech572,Female,2024,Kotri,Hostel,0.33321052125716477,0.28485604194148095,462030,['Scooty'],45 mins–1 hour,Alone,6:00 PM,11:35 AM,"['Monday', 'Friday', 'Tuesday']",No,0,,0.0,0.0,,,,No,Yes,Yes,1,5,3,No,Yes,2,1,135,0,,,1
28:32.6,Anmol Mittal,2024BTech334,Female,2025,Sehore,Hostel,0.6570599589914394,0.8734104777452103,462030,['Private Bus'],15–30 mins,With friends,11:40 AM,5:55 PM,"['Friday', 'Thursday', 'Monday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,3,3,2,Not Sure,Yes,5,1,114,0,,,1
24:36.8,Krishna Pai,2023BTech909,Female,2023,Sehore,Hostel,0.3737925704033529,0.15716818566059487,466001,['College Bus'],45 mins–1 hour,Alone,2:50 PM,5:55 PM,"['Tuesday', 'Thursday', 'Friday', 'Wednesday', 'Monday', 'Saturday']",Yes,3,"18/96, Sunder Road, Shimla-952763",0.9806677296301356,0.9937780617062214,Deleniti ad provident eius.,18-08-2024,11:50:14,Yes,No,No,4,1,3,Yes,No,2,1,50,0,,,4
37:28.5,Yagnesh Gopal,2024BTech709,Male,2024,Kotri,Hostel,0.27036611347836015,0.5654914291795308,466001,['Bike'],15–30 mins,With friends,1:15 PM,11:35 AM,"['Friday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday']",Yes,3,"27/883, Rana Road, Tiruvottiyur 603818",0.9974925037071286,0.995152655875393,Molestias harum earum explicabo.,31-08-2024,18:43:03,No,No,No,2,1,5,No,Yes,4,1,24,0,,,4
08:51.6,Chatresh Sarna,2022BTech252,Male,2024,Bhopal,Rented Flat,0.8650982763592054,0.7920735221183008,462030,"['College Bus', 'Monthly Cab', 'Private Bus']",30–45 mins,With friends,10:05 AM,1:10 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Saturday', 'Tuesday']",Yes,1,"19/221
Mani Nagar, Kottayam-219324",0.9877613360295713,0.9974631988543479,Saepe dignissimos distinctio a.,30-08-2024,19:40:00,No,Not Sure,No,3,2,4,Not Sure,Yes,2,1,29,2,,,2
46:30.1,Qarin Bhatnagar,2023BTech166,Male,2024,Bhopal,PG,0.19695119020920515,0.8223730841902182,466001,['Walking'],30–45 mins,With friends,2:50 PM,4:20 PM,"['Wednesday', 'Monday', 'Tuesday', 'Friday', 'Saturday', 'Thursday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,4,5,3,No,No,2,1,162,1,,,1
20:02.9,Kavya Sarin,2020BTech891,Male,2023,Kotri,Rented Flat,0.6644467048986016,0.3901676013549604,462030,"['College Bus', 'Walking', 'Personal Car']",30–45 mins,Alone,6:00 PM,4:20 PM,"['Monday', 'Friday', 'Wednesday']",Yes,2,"75/76
Kade Street
Bhagalpur 620418",0.9908989409960789,0.9958373916684995,Sunt laudantium animi est quibusdam occaecati.,20-11-2024,00:40:27,Not Sure,Yes,No,1,2,4,Not Sure,No,1,1,46,2,,,3
39:23.6,Rajata Oak,2020BTech580,Other,2024,Bhopal,PG,0.6050023227501313,0.26142960120637326,462030,"['Monthly Cab', 'Walking']",30–45 mins,Alone,4:25 PM,10:00 AM,"['Monday', 'Wednesday', 'Tuesday', 'Saturday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,Yes,Yes,3,5,5,Yes,No,5,1,65,1,,,1
10:17.8,Jhalak Kapur,2023BTech714,Other,2025,Sehore,Rented Flat,0.13279723192258786,0.8120182239115366,466001,"['Monthly Cab', 'Walking']",45 mins–1 hour,Alone,8:30 AM,11:35 AM,"['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday']",Yes,2,"59/92
Bala Road, Tadipatri 926276",0.9903664236219123,0.9999091741525302,Consequuntur iure dolor voluptates nam debitis.,21-11-2024,06:02:09,Not Sure,No,Yes,4,2,1,No,No,2,1,65,2,,,3
40:56.2,Umang Jani,2024BTech856,Male,2024,Bhopal,PG,0.16921234741933944,0.2484202663710846,466001,"['Walking', 'Scooty', 'Personal Car']",45 mins–1 hour,Alone,4:25 PM,7:30 PM,"['Friday', 'Wednesday', 'Monday']",Yes,3,"49/869
Das
Gudivada 293305",0.9796778993415332,0.9979356119709215,Esse nam delectus eos.,06-01-2024,16:00:00,No,Not Sure,Yes,3,3,3,Not Sure,Yes,4,1,159,1,,,4
35:14.0,Wakeeta Choudhary,2020BTech404,Male,2025,Bhopal,Hostel,0.5266755838913255,0.27636654237619496,466001,['Scooty'],30–45 mins,With friends,1:15 PM,1:10 PM,"['Tuesday', 'Saturday', 'Friday', 'Monday', 'Wednesday']",No,0,,0.0,0.0,,,,Yes,Yes,No,3,5,2,Yes,Yes,5,1,135,0,,,1
33:45.6,Onveer Samra,2025BTech968,Male,2024,Sehore,PG,0.05605837311375694,0.14167103389976887,462030,['Private Bus'],15–30 mins,With friends,6:00 PM,10:00 AM,"['Tuesday', 'Friday', 'Monday']",Yes,3,"51
Khanna Path, Bidhannagar 828376",0.9881654057186968,0.9971685793664552,Qui deserunt nam dignissimos aliquam.,05-09-2024,06:23:28,Not Sure,No,Yes,4,4,2,No,Yes,5,1,114,1,,,4
01:18.8,Shivani Narasimhan,2020BTech455,Male,2023,Sehore,Hostel,0.22401122929548478,0.8805125023342271,462030,"['Walking', 'Monthly Cab']",30–45 mins,Alone,2:50 PM,1:10 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Saturday']",Yes,3,"03/83, Gopal Street
Ahmedabad-924856",0.9833230386500276,0.9967846179027305,Consequuntur nostrum ratione.,07-02-2024,10:39:20,Not Sure,Yes,Yes,4,1,2,Yes,No,4,1,147,0,,,4
29:53.6,Abha Magar,2021BTech388,Male,2024,Kotri,PG,0.23576314356197514,0.3770438148935682,466001,"['Monthly Cab', 'College Bus']",45 mins–1 hour,With friends,11:40 AM,1:10 PM,"['Saturday', 'Thursday', 'Wednesday', 'Friday']",Yes,3,"470
Korpal Nagar, Jamnagar-519124",0.984192294951976,0.9992564770835702,Quis ipsam earum nesciunt est ipsum.,03-02-2024,22:24:34,Yes,Yes,Yes,3,2,1,Not Sure,No,3,1,55,1,,,4
25:27.6,Qadim Garg,2021BTech376,Female,2024,Sehore,PG,0.510005846922752,0.2410953622996317,462030,['Personal Car'],15–30 mins,Alone,1:15 PM,1:10 PM,"['Thursday', 'Saturday', 'Wednesday', 'Friday', 'Monday']",Yes,1,"794, Gokhale Circle
Bhimavaram 923802",0.9864826048509557,0.9992652899907762,Repellat exercitationem eius molestiae.,08-10-2024,17:09:56,Not Sure,No,Yes,1,3,2,No,Yes,4,1,89,1,,,2
20:00.9,Vivaan Chaudry,2025BTech901,Male,2024,Sehore,Hostel,0.585188863614512,0.5238611561220523,462030,"['Private Bus', 'Walking']",15–30 mins,Alone,1:15 PM,11:35 AM,"['Wednesday', 'Saturday', 'Thursday']",No,0,,0.0,0.0,,,,Yes,No,No,5,3,5,Yes,No,1,1,113,0,,,1
50:20.0,Devansh Mani,2022BTech266,Other,2024,Sehore,PG,0.17673725691217612,0.6061578990697285,466001,"['Personal Car', 'Walking', 'Bike']",15–30 mins,Alone,6:00 PM,11:35 AM,"['Monday', 'Saturday', 'Wednesday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,4,4,1,No,No,1,1,84,1,,,1
06:33.4,Kritika Ranganathan,2022BTech769,Other,2023,Kotri,PG,0.8629096850671161,0.1900198182026145,462030,"['Walking', 'Bike']",30–45 mins,With friends,1:15 PM,11:35 AM,"['Saturday', 'Thursday', 'Wednesday', 'Friday', 'Tuesday']",Yes,2,"H.No. 716, Chakrabarti Ganj
Sonipat 571166",0.9895172133304522,0.9945823459404142,Voluptatibus soluta possimus quidem delectus modi.,17-09-2024,16:25:28,Yes,No,Yes,3,4,2,No,Yes,3,1,139,1,,,3
44:09.5,Ikbal Savant,2020BTech453,Other,2023,Kotri,Rented Flat,0.14431687117546943,0.24482206787985206,466001,"['Personal Car', 'Private Bus']",15–30 mins,With friends,2:50 PM,4:20 PM,"['Saturday', 'Tuesday', 'Friday', 'Monday', 'Thursday', 'Wednesday']",Yes,1,"H.No. 22
Krishna Road
Khora  741341",0.9939794722894122,0.9996895611501243,Quo sit voluptates rerum soluta.,11-07-2024,00:28:28,No,Not Sure,Yes,4,5,3,No,No,3,1,80,2,,,2
27:46.0,Pooja Dutt,2022BTech438,Female,2023,Sehore,PG,0.17865152340370116,1.0,466001,['Private Bus'],30–45 mins,With friends,1:15 PM,4:20 PM,"['Saturday', 'Tuesday', 'Thursday', 'Wednesday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,3,3,3,Not Sure,Yes,2,1,114,1,,,1
25:55.1,Agastya Joshi,2023BTech379,Male,2025,Kotri,PG,0.9404875372440955,0.9918217285408275,466001,"['College Bus', 'Walking']",45 mins–1 hour,Alone,6:00 PM,4:20 PM,"['Tuesday', 'Wednesday', 'Thursday', 'Saturday', 'Friday', 'Monday']",Yes,2,"96
Ghose Path
Dibrugarh 433697",0.9859151452801624,0.996848334060538,Nisi qui incidunt fuga laudantium totam quam molestias.,02-06-2024,16:16:19,No,No,Yes,3,3,2,Yes,No,1,1,49,1,,,3
32:51.1,Ekantika Malhotra,2024BTech223,Male,2023,Sehore,PG,0.9909112389068611,0.9019531069600646,466001,"['Personal Car', 'College Bus', 'Monthly Cab']",15–30 mins,With friends,6:00 PM,7:30 PM,"['Monday', 'Thursday', 'Friday', 'Tuesday', 'Saturday']",Yes,2,"H.No. 268, Sur Road
Tiruppur-446008",0.9819760829388999,0.9945886814271465,Quasi quaerat veritatis ad.,24-08-2024,18:07:16,Not Sure,Yes,Yes,1,2,4,Yes,Yes,2,1,70,1,,,3
48:23.7,Farhan Som,2024BTech152,Other,2024,Bhopal,PG,0.6740320539518763,0.3041140339780668,466001,['Bike'],15–30 mins,With friends,4:25 PM,5:55 PM,"['Saturday', 'Thursday', 'Tuesday', 'Monday']",Yes,2,"449, Butala Path, Aurangabad 968317",0.9838904556602889,0.9966788372097974,Odit tempora praesentium impedit.,04-05-2024,19:16:17,Not Sure,No,Yes,2,1,1,Not Sure,No,4,1,24,1,,,3
55:55.5,Gagan Manne,2025BTech260,Other,2025,Kotri,Rented Flat,0.5921771377310705,0.174090962939772,466001,"['Walking', 'College Bus']",45 mins–1 hour,With friends,11:40 AM,4:20 PM,"['Thursday', 'Wednesday', 'Monday']",No,0,,0.0,0.0,,,,Not Sure,Yes,Yes,5,1,5,Not Sure,Yes,1,1,142,2,,,1
20:34.8,Jalsa Apte,2023BTech610,Other,2025,Sehore,Hostel,0.5065477525389994,0.5076993817604318,462030,"['College Bus', 'Monthly Cab']",30–45 mins,Alone,2:50 PM,11:35 AM,"['Monday', 'Thursday', 'Saturday']",Yes,1,"H.No. 892, Mahal Circle, Firozabad-975107",0.9936011517220394,0.9983431476388409,Laudantium quis repellat ratione harum voluptatum et veritatis.,11-03-2024,00:43:46,Not Sure,No,Yes,4,3,3,Yes,Yes,1,1,31,0,,,2
